Cycle;FreqIndex;Omega;Iterations;Error;Time;FromFunction
0;2;10.78004;29;7.907391409389675e-5;2.128953474;SensMatVec
0;2;10.78004;26;7.311660010600463e-5;2.068629659;SensTMatVec
0;2;12.127544;30;9.713628242025152e-5;2.280626989;SensMatVec
0;2;12.127544;27;7.561660459032282e-5;2.125737091;SensTMatVec
0;2;10.78004;29;8.557031833333895e-5;2.19943197;SensMatVec
0;2;10.78004;26;7.989192818058655e-5;2.043675154;SensTMatVec
0;2;12.127544;32;7.833945710444823e-5;2.366486599;SensMatVec
0;2;12.127544;27;7.381929754046723e-5;2.040297227;SensTMatVec
0;2;10.78004;28;9.768366726348177e-5;2.093610091;SensMatVec
0;2;10.78004;26;6.916223355801776e-5;1.915251094;SensTMatVec
0;2;12.127544;30;8.379716018680483e-5;2.199716574;SensMatVec
0;2;12.127544;27;7.178032683441415e-5;2.108525863;SensTMatVec
0;2;10.78004;29;6.779078103136271e-5;2.246326833;SensMatVec
0;2;10.78004;26;8.100592822302133e-5;1.941350236;SensTMatVec
0;2;12.127544;32;7.417787128360942e-5;2.36710007;SensMatVec
0;2;12.127544;27;7.842850754968822e-5;2.022698503;SensTMatVec
0;2;10.78004;28;8.941080886870623e-5;2.09499575;SensMatVec
0;2;10.78004;26;7.249382178997621e-5;1.972554615;SensTMatVec
0;2;12.127544;30;8.398343925364316e-5;2.35081502;SensMatVec
0;2;12.127544;27;7.241413550218567e-5;2.036763318;SensTMatVec
0;2;10.78004;29;6.948225927772e-5;2.146033737;SensMatVec
0;2;10.78004;26;7.579986413475126e-5;2.074487648;SensTMatVec
0;2;12.127544;32;7.642586570000276e-5;2.37172138;SensMatVec
0;2;12.127544;26;9.910917287925258e-5;2.122162836;SensTMatVec
0;2;10.78004;29;9.252184099750593e-5;2.138267137;SensMatVec
0;2;10.78004;26;8.327190880663693e-5;1.950266883;SensTMatVec
0;2;12.127544;32;9.494355617789552e-5;2.388582711;SensMatVec
0;2;12.127544;27;8.066242298809811e-5;2.043436127;SensTMatVec
0;2;10.78004;36;8.51223262543499e-7;2.677102416;getData
0;2;12.127544;38;7.65713934924861e-7;3.009982078;getData
